hrNo,hrName,birthday,sex,faHrNo,faHrName,moHrNo,moHrName,damsireNo,damsireName,src
0053028,카우보이룩,20230216,거,0038391,카우보이칼,0040177,사우스바운드,,,API8_2
0055369,카운터펀치,20240131,암,0038391,카우보이칼,0039875,포텐셜,,,API8_2
0060822,카운트리스윈,20230425,거,7003000,TATHQEEF,7093133,ALLSYSTEMSAREAGO,,,API8_2
0056728,카이로스퀸,20240530,암,6969075,지몰로지스트,0038353,아이스컬린,,,API8_2
0053846,카탈리나마린,20210422,거,6127203,CATALINA CRUISER,0050560,폴리원플렉스,,,API8_2
0054734,캄패스트,20220416,암,0050008,바이언,6130610,BIG TIME GIRL,,,API8_2
0052791,캐럿킹,20230105,수,0039737,어플릿익스프레스,0038408,프린세스린,,,API8_2
0050295,캐스트퀸,20210415,암,0045014,프로스펙티브,0038447,스마일걸,,,API8_2
0054677,캔다라,20230402,암,6114907,CONNECT,0054646,야라,,,API8_2
0061402,캔디투발롯,20240509,암,6967942,TWIRLING CANDY,6111436,SECRET BALLOT,,,API8_2
0047339,캡틴다이아,20210411,수,0029817,금포스카이,0033036,미스다이앤,,,API8_2
0051836,캡틴드래곤,20220427,거,0027443,컬러즈플라잉,0029982,리얼파이트,,,API8_2
1412049,캡틴에브리싱,20210514,수,0038391,카우보이칼,0023702,은빛투혼,,,API8_2
0053985,캡틴워리어,20230510,수,0039737,어플릿익스프레스,0033401,와이키키,,,API8_2
0045420,커널플라잉,20200314,거,0038332,커널존,0026083,북대풍,,,API8_2
0053813,커넥트마린,20210309,거,6114907,CONNECT,6148388,TIZ PARADISE,,,API8_2
0046933,컬럼비아챔프,20210306,암,0034428,테스타마타,0031358,골드라인,,,API8_2
0050826,케러비언베이,20220118,거,0028545,인디밴드,0036241,파이어포인트,,,API8_2
0053134,케러비언스톰,20230308,암,0028545,인디밴드,0036241,파이어포인트,,,API8_2
0051617,케이로열,20220328,거,0026618,경부대로,0033086,리쯔걸,,,API8_2
0042360,케이케이원,20180301,수,0026618,경부대로,0031263,스페시픽히트,,,API8_2
0053987,코어타이거,20230409,수,0046317,레이스데이,0036804,코어블레이드,,,API8_2
0047177,코이누르,20210418,암,0036732,머스킷맨,0025833,엑스파일,,,API8_2
0055747,콘서트업,20240315,수,0052316,콘서트투어,0039230,퀸업,,,API8_2
0051626,퀸더골드,20220330,암,0032990,한센,0024989,인터걸스,,,API8_2
0056359,퀸라일라,20240331,암,0028545,인디밴드,0021832,새로운불패,,,API8_2
0051874,퀸레이스,20220426,암,0046317,레이스데이,0044979,세타라,,,API8_2
0047405,퀸로렌스,20210323,암,0045050,섀클포드,0038270,페티코트데이,,,API8_2
0053053,퀸메이커,20230201,암,0038387,콩코드포인트,0031212,퍼펙트스킵,,,API8_2
0051722,퀸스파이시,20220530,암,0033119,선더모카신,0020778,아라미르,,,API8_2
0047091,퀸앤드서브,20210309,암,0041566,투아너앤드서브,0026306,포리스트퀸,,,API8_2
0054544,퀸야라,20210327,암,6114904,MASTERY,0054646,야라,,,API8_2
0050169,퀸오브드래곤,20210428,암,0033566,파워블레이드,0022451,라이파이,,,API8_2
0053434,퀸윈드,20230311,암,0033119,선더모카신,0031456,보자르,,,API8_2
0052104,퀸즈드래곤,20220522,암,0033566,파워블레이드,0031292,시티버드,,,API8_2
0056679,퀸즈엘레강스,20240325,암,0036732,머스킷맨,0036635,그랜드비전,,,API8_2
0055321,퀸클리버,20240211,암,0036732,머스킷맨,0041067,마이퀸,,,API8_2
0051989,퀸티케,20220518,암,0032990,한센,0034876,엠파이어캔디,,,API8_2
0053826,퀸퍼펙트,20230505,암,0044931,센트럴커맨드,0043296,티즈판타스틱,,,API8_2
0056754,큐피드골드,20240314,암,0034637,라이언메탈,0036338,터치마이하트,,,API8_2
0062947,크레이머칸,20240416,수,6965458,KANTHAROS,7122724,OUT OF HOCK,,,API8_2
0046767,크리솔시에라,20210314,거,0038227,크리솔라이트,0045013,시에라포리스트,,,API8_2
0054209,크리스털물결,20230418,암,0044993,언캡처드,0027163,금빛물결,,,API8_2
0053848,클러치러너,20230413,거,0032990,한센,0044958,퍼링투뮤직,,,API8_2
0055602,클러치로드,20240220,수,0045050,섀클포드,0038171,로드언드프레이즈,,,API8_2
0056971,클러치스마일,20240320,수,0046317,레이스데이,0038447,스마일걸,,,API8_2
0057334,클러치위너,20230327,수,6127228,WAR OF WILL,6780133,ZEHOORR,,,API8_2
0055984,클러치윙,20240327,수,0041566,투아너앤드서브,0035190,태후의날개,,,API8_2
0055789,클러치타임,20240316,수,6149515,COMPLEXITY,0055100,아실라,,,API8_2
0055714,클러치포터,20240408,수,0041813,미스터크로우,0036646,템파르니요,,,API8_2
0053534,클리어리위너,20230324,암,0032990,한센,0031041,폭풍히어로,,,API8_2
0055959,클리어퀸,20240417,암,7000060,나이트러스,0038854,클리어검,,,API8_2
0054612,클린원,20220415,수,6771382,BERNARDINI,6120597,노폴트,,,API8_2
0054827,키스더레인,20230409,거,0028545,인디밴드,0028518,애즈유원트,,,API8_2
0053141,킹블랙,20230316,거,0033566,파워블레이드,0038939,이글아이,,,API8_2
0053779,킹스킹,20230502,수,0039737,어플릿익스프레스,0035563,퀸스퀸,,,API8_2
0045630,킹애니데이,20200310,수,0036358,애니기븐새터데이,0026306,포리스트퀸,,,API8_2
0056585,타깃,20240216,수,0032224,돌아온현표,0037009,교학상장,,,API8_2
0056572,타마쿠즈킹,20220203,수,6994066,TAMARKUZ,6993720,HOI AN,,,API8_2
0053988,타이거몬스터,20230418,수,0033566,파워블레이드,0032822,장산칼리,,,API8_2
0055127,타이거블루,20230415,거,0036732,머스킷맨,0024604,금상어,,,API8_2
0053916,타이거어퍼컷,20230428,거,0045050,섀클포드,0029982,리얼파이트,,,API8_2
0057380,타이칸선더,20230410,거,7000178,INDEPENDENCE HALL,6110672,TRULY BOUND,,,API8_2
0055240,타임투런,20240120,수,0045009,자이언트런,0035296,리사,,,API8_2
0051082,탄탄대로,20220331,거,0041813,미스터크로우,0031427,스페셜로드힐,,,API8_2
0054283,탐라브라보,20230222,거,0044993,언캡처드,0036394,탐라퀸,,,API8_2
0050884,탐라슈퍼,20220131,거,0034428,테스타마타,0038312,매지컬프로미스,,,API8_2
0051088,탐라퍼스트,20220221,수,0044993,언캡처드,0038338,톱터치,,,API8_2
0053176,탐라프린세스,20230330,암,0039737,어플릿익스프레스,0046476,라이트디시전,,,API8_2
0053806,태산신화,20230501,거,0037972,올드패션드,0044975,아리치아,,,API8_2
0056302,태양리치,20240402,암,0032314,뉴화이트삭스,0041670,패션플레이어,,,API8_2
0045836,태양으뜸,20200328,암,0039742,테이크차지인디,0034511,슈퍼갤럽,,,API8_2
0054240,태양의열정,20230503,암,6969075,지몰로지스트,0040219,디그리,,,API8_2
0045823,태왕신기,20200324,수,0021239,연승대로,0038256,바르셀로나베이비,,,API8_2
0056627,태평킹,20240420,수,0044743,사우스비치,0050539,티즈퀸,,,API8_2
0053973,태평플렉스,20230517,암,0044743,사우스비치,0050560,폴리원플렉스,,,API8_2
0050666,탱큐포더타임,20220310,암,0045009,자이언트런,0046424,파자마마마,,,API8_2
0052837,테미스,20230212,암,0038245,미스치비어슬리,0030377,에이스더블,,,API8_2
0060885,테이크인디,20230514,거,0039742,테이크차지인디,6106061,러닝데비시,,,API8_2
0053014,텔플레이,20230105,수,0044420,레볼루셔너리,0032137,일망무제,,,API8_2
0061860,토함산닌자,20240425,수,6143433,MISCHEVIOUS ALEX,7179059,MORITO ALLURE HIME,,,API8_2
0053962,토함산드래곤,20230331,수,7000060,나이트러스,0036701,미스원더리,,,API8_2
0062076,토함산보스,20240426,수,6967924,DIALED IN,7021983,CIELO GRIS,,,API8_2
0058203,토함산소닉,20230401,수,6143433,MISCHEVIOUS ALEX,7169417,SAMMARU JOY,,,API8_2
0058485,토함산스타,20240322,수,0036732,머스킷맨,0029072,바람꽃,,,API8_2
0061932,토함산아너,20240308,수,6149539,HONEST MISCHIEF,6130594,MS TRISH S.,,,API8_2
0057206,토함산엔젤,20240424,암,0046317,레이스데이,0050520,얼터너티브에너지,,,API8_2
0055191,토함산타임,20240224,수,0032258,트리플나인,0034887,어메이징서프라이,,,API8_2
0051489,토함산태양,20220315,암,0041566,투아너앤드서브,0032953,불굴의투사,,,API8_2
0054212,톱랭커,20230414,수,0032224,돌아온현표,0035952,이그나이트,,,API8_2
0055872,톱윈드,20240301,수,0052826,쿠르부아지에,0032788,톱애드머럴,,,API8_2
0056205,투윈,20240417,암,0046317,레이스데이,0038413,스핀,,,API8_2
0056028,투투스페이스,20240402,수,6969075,지몰로지스트,0038300,메긴즈홀리데이,,,API8_2
0045997,투투플라잉,20200310,암,6112212,SPEIGHTSTER,0044991,플라잉하모니,,,API8_2
0046806,투혼파이터,20210228,암,0045048,보이즈앳토스코노,0036631,캔디아이,,,API8_2
0057766,트리플강자,20240419,수,0032258,트리플나인,0038947,금스타,,,API8_2
0046852,트리플드림,20210303,암,0045050,섀클포드,0032328,당대천하,,,API8_2
0041633,트리플스톰,20170324,수,0034735,페더럴리스트,0018498,제시즈래스,,,API8_2
0057060,트리플와이,20240205,수,0032258,트리플나인,0034091,폭풍신화,,,API8_2
0051582,트리플제이,20220208,거,0026618,경부대로,0031053,부경게이트,,,API8_2
0053495,트릭샷,20230312,수,0032990,한센,0033909,오뚝오뚝이,,,API8_2
0053441,트윈레인보우,20230322,암,6969075,지몰로지스트,0044976,미미스블링,,,API8_2
0055711,특별한,20240305,수,0038245,미스치비어슬리,0040761,파이널드림,,,API8_2
0055370,티핑포인트,20240131,암,6969075,지몰로지스트,0035356,시티위너,,,API8_2
0051035,팀서프라이즈,20220224,암,0046317,레이스데이,0023903,파워팩,,,API8_2
0051205,팁탑,20220430,수,0039737,어플릿익스프레스,0035563,퀸스퀸,,,API8_2
0054674,파격의반석,20220501,거,0043643,론세일러,6114523,ASTARTE,,,API8_2
0056197,파워드림,20240419,수,6969075,지몰로지스트,0043990,아나스타시아,,,API8_2
0045608,파워사운드,20200304,거,0040246,지롤라모,0029587,미래스타,,,API8_2
0053511,파워인디,20230321,암,0028545,인디밴드,0028493,파워캠프,,,API8_2
0052925,파워타이거,20230117,거,0033566,파워블레이드,0029442,메즈머리징레이디,,,API8_2
0053906,파워트리,20230419,거,6969075,지몰로지스트,0050532,문보우,,,API8_2
0055329,파워풀노던,20240208,수,0037674,뉴레전드,0038311,라데아,,,API8_2
0053327,파워풀데블,20230317,암,0044420,레볼루셔너리,0034950,나이트퓨리,,,API8_2
0053132,파워풀런,20230307,암,0041628,세이브더월드,0034783,블루캐슬,,,API8_2
0055782,파워풀로드,20240414,수,0041868,제이피즈거스토,0033976,머제스틱뷰티,,,API8_2
0053313,파워풀루비,20230308,암,0045050,섀클포드,0029513,큐피드걸,,,API8_2
0053325,파워풀메니피,20230320,수,0037674,뉴레전드,0027451,엔들리스헤로인,,,API8_2
0053844,파워풀배틀,20230505,거,0034428,테스타마타,0044933,매그니피센트마인,,,API8_2
0055330,파워풀브리지,20240303,암,0034428,테스타마타,0038308,콰드릴,,,API8_2
0055784,파워풀블루문,20240314,암,0039750,퍼지,0040778,원더풀피스,,,API8_2
0053487,파워풀선더,20230314,수,6969075,지몰로지스트,0044964,웨이팅포아스파크,,,API8_2
0055324,파워풀시킹,20240216,암,0041868,제이피즈거스토,0042096,선셋멜로디,,,API8_2
0062684,파워풀아너,20240317,수,6149753,GREATEST HONOUR,7139594,ENTRUSTED,,,API8_2
0055124,파워풀워리어,20240127,수,0041868,제이피즈거스토,0027425,빅파워,,,API8_2
0054982,파워풀위너,20230219,수,0039737,어플릿익스프레스,0029675,오버스피드,,,API8_2
0055121,파워풀인디,20240204,수,0039750,퍼지,0024968,레몬펀치,,,API8_2
0055126,파워풀캣,20240125,수,0041868,제이피즈거스토,0031358,골드라인,,,API8_2
0055197,파워풀케이랜,20240203,암,0028545,인디밴드,0023406,케이랜즈로즈,,,API8_2
0053322,파워풀톰,20230407,암,0037674,뉴레전드,0038312,매지컬프로미스,,,API8_2
0056304,파워풀트루,20240525,암,0045050,섀클포드,0039008,원더풀트루스,,,API8_2
0056305,파워풀패싱,20240511,암,0039750,퍼지,0038597,원더풀마리아,,,API8_2
0055783,파워풀할란,20240330,거,0039750,퍼지,0042234,원더풀로맨스,,,API8_2
0053320,파워풀히트,20230411,암,0037674,뉴레전드,0038597,원더풀마리아,,,API8_2
0055581,파워플라잉,20240307,암,0027443,컬러즈플라잉,0038141,플라잉챔프,,,API8_2
0053625,파워히트,20230325,수,0041566,투아너앤드서브,0040890,에이스의기쁨,,,API8_2
0051058,파이널어택,20220228,암,0034835,티즈원더풀,0031375,드림갤러퍼,,,API8_2
0055963,파인애비뉴,20240324,거,0041813,미스터크로우,0021864,애비,,,API8_2
0051138,파차마마,20220327,암,0025790,피스룰즈,0016674,일소천군,,,API8_2
0053403,파초의꿈,20230427,암,0041800,메디치글로리,0046433,히트스윕,,,API8_2
0052876,판타스틱그린,20220401,암,0039737,어플릿익스프레스,0039818,미그레이팅우르술,,,API8_2
0057020,판타스틱러시,20240207,암,0038387,콩코드포인트,0045165,원러시,,,API8_2
0055338,판타스틱로열,20240309,수,0032990,한센,0039578,메니타운십,,,API8_2
0052877,판타스틱밸류,20220328,암,0039737,어플릿익스프레스,0029444,유니언벨,,,API8_2
0057800,판타스틱보스,20230425,거,0038391,카우보이칼,0045138,레인보우켑트,,,API8_2
0054050,판타스틱볼트,20230319,암,0038391,카우보이칼,0035912,서울볼트,,,API8_2
0051669,판타스틱블루,20220326,거,0040246,지롤라모,0045080,포지티보,,,API8_2
0057000,판타스틱비치,20230118,암,0039737,어플릿익스프레스,0038675,영광의시대,,,API8_2
0053186,판타스틱산타,20230213,거,0027312,라이언산타,0035829,판타스틱조이,,,API8_2
0055614,판타스틱선더,20240404,암,0036693,토우트,0030851,선업,,,API8_2
0056973,판타스틱스톰,20240423,암,6969075,지몰로지스트,0044208,판타스틱매직,,,API8_2
0053771,판타스틱시티,20230403,수,0036732,머스킷맨,0031314,백두캣,,,API8_2
0052886,판타스틱원,20230125,암,7000060,나이트러스,0037009,교학상장,,,API8_2
0054800,판타스틱이글,20230207,수,0040246,지롤라모,0038196,영광승리,,,API8_2
0058821,판타스틱치타,20240120,수,0036732,머스킷맨,0042592,사만다치타,,,API8_2
0057001,판타스틱캡틴,20230220,거,0039737,어플릿익스프레스,0038793,영광의키스,,,API8_2
0056032,판타스틱퀸즈,20240428,암,0037972,올드패션드,0036319,포에마,,,API8_2
0045308,판타스틱킹덤,20200228,수,0038387,콩코드포인트,0029444,유니언벨,,,API8_2
0054062,판타스틱패션,20230509,수,0037972,올드패션드,0031311,어트리비다,,,API8_2
0054460,판타스틱포스,20230213,수,0041566,투아너앤드서브,0031547,대호여장군,,,API8_2
0057782,판타스틱해피,20240510,암,0027443,컬러즈플라잉,0035449,해피레이디,,,API8_2
0057561,판타스틱허니,20230221,암,0038245,미스치비어슬리,0045080,포지티보,,,API8_2
0055617,판타스틱호프,20240303,수,0038387,콩코드포인트,0031212,퍼펙트스킵,,,API8_2
0055900,패스트로드,20240507,수,7000060,나이트러스,0037366,명품보배,,,API8_2
0053031,패스트윈드,20230227,수,7000060,나이트러스,0026886,그랜드특급,,,API8_2
0044016,팬텀에이스,20190419,수,0040058,티즈웨이,0030807,골든래스,,,API8_2
0051774,팬텀킹,20220418,거,0031028,언비터블,0025452,퓨앤파비트윈,,,API8_2
0053394,퍼니와일드,20230331,수,0050008,바이언,0050366,퍼니서니,,,API8_2
0057624,퍼스트팰컨,20240416,암,0052316,콘서트투어,0036714,레디플레이어원,,,API8_2
0055727,퍼펙트노던,20240315,암,0050506,에어포스블루,0025175,노던파크,,,API8_2
0061897,퍼펙트라인,20240225,수,6790009,SUZUKA CAUSEWAY,7179056,FRIEND ZONE,,,API8_2
0052171,퍼펙트레전드,20220305,수,0036732,머스킷맨,0034627,지상제일해피,,,API8_2
0053533,퍼펙트베리,20230425,수,0041813,미스터크로우,0036663,컨트리웨이,,,API8_2
0057005,퍼펙트서귀,20240518,수,0052316,콘서트투어,0036828,미스퍼펙트,,,API8_2
0055919,퍼펙트아이,20240420,암,0038227,크리솔라이트,0046489,나우아이노우,,,API8_2
0047445,퍼펙트액션,20210420,암,0041566,투아너앤드서브,0031706,대왕대비,,,API8_2
0053527,퍼펙트포인트,20230402,수,0038387,콩코드포인트,0038260,퍼펙트파인드,,,API8_2
0051743,퍼펙트한,20220509,수,0032990,한센,0045000,프루던스,,,API8_2
0057333,퍼플퀸,20240308,암,0045014,프로스펙티브,0043067,노르웨이서드,,,API8_2
0054081,펀처,20210307,거,6106696,LORD NELSON,6102701,MIMI'S SUGAR,,,API8_2
